Age,Years Work Experience,Income,ZIP Code,Family Size,Monthly Credit Card Spending,Education Level,Value of Mortgage,Personal Loan
27,1,85000,93302,2,1600,Advanced/Professional,0,No
36,12,109000,94928,3,500,Advanced/Professional,0,Yes
40,15,31000,94720,1,600,Advanced/Professional,0,No
39,13,61000,90095,2,2400,Graduate,90000,No
59,35,88000,94923,2,1600,Undergrad,0,No
43,18,22000,91311,2,300,Graduate,0,No
30,4,63000,95008,4,2200,Graduate,0,No
26,1,80000,95616,4,200,Undergrad,0,No
48,22,78000,94588,3,2100,Undergrad,0,No
50,24,45000,94005,4,100,Undergrad,93000,No
33,7,51000,94040,4,2100,Advanced/Professional,0,No
32,6,111000,95014,2,1500,Advanced/Professional,0,No
34,10,45000,93943,3,2800,Undergrad,153000,No
33,9,184000,94304,2,4800,Graduate,0,Yes
32,5,41000,92008,2,1000,Graduate,112000,No
55,30,69000,91007,4,1300,Advanced/Professional,0,No
58,33,23000,91768,3,200,Undergrad,0,No
47,23,160000,92037,2,6670,Undergrad,0,No
30,5,61000,95605,1,800,Graduate,251000,No
42,18,110000,94720,2,6100,Undergrad,182000,No
40,16,50000,92606,2,600,Advanced/Professional,0,No
33,9,49000,94928,1,2400,Graduate,0,No
46,20,185000,94131,4,7500,Graduate,428000,Yes
63,39,52000,90033,2,1100,Undergrad,0,No
62,37,53000,92028,2,2800,Undergrad,0,No
43,17,125000,94720,4,3500,Graduate,0,Yes
31,5,72000,94542,3,1600,Undergrad,0,No
28,2,51000,94720,4,1800,Advanced/Professional,0,No
64,39,23000,91768,3,500,Undergrad,0,No
27,1,41000,90033,1,1900,Advanced/Professional,0,No
33,9,41000,95814,3,2000,Undergrad,108000,No
39,12,138000,92697,1,4670,Graduate,0,Yes
44,20,138000,94143,2,3300,Undergrad,0,No
53,28,14000,94005,4,800,Undergrad,0,No
42,18,145000,94065,2,8000,Undergrad,505000,No
44,17,25000,95064,3,1000,Graduate,0,No
34,10,43000,95014,1,1700,Undergrad,142000,No
47,22,93000,90266,1,200,Graduate,309000,No
53,29,90000,95053,2,300,Undergrad,217000,No
62,36,41000,90245,2,1000,Advanced/Professional,154000,No
61,36,169000,91380,2,6100,Advanced/Professional,106000,Yes
42,17,63000,95814,2,2200,Advanced/Professional,0,No
48,21,23000,94720,3,670,Graduate,95000,No
38,13,140000,90210,4,500,Undergrad,0,Yes
41,15,75000,95010,1,1500,Advanced/Professional,0,No
57,32,13000,94588,4,900,Graduate,78000,No
31,7,10000,92354,1,500,Advanced/Professional,81000,No
39,15,100000,94720,1,800,Graduate,0,No
48,22,85000,94105,3,1100,Undergrad,203000,No
55,31,73000,95207,3,2670,Undergrad,219000,No
29,4,130000,92630,2,6700,Undergrad,0,No
47,22,65000,91330,3,2700,Graduate,0,No
61,36,59000,93118,4,1700,Undergrad,148000,No
60,34,31000,91007,2,1000,Advanced/Professional,0,No
34,10,134000,91775,1,4000,Undergrad,0,No
45,21,11000,94143,4,200,Undergrad,106000,No
60,35,32000,93611,1,300,Advanced/Professional,80000,No
25,0,53000,90095,2,1600,Advanced/Professional,0,No
41,17,28000,95616,1,700,Undergrad,0,No
63,37,44000,94550,2,1000,Advanced/Professional,0,No
63,39,40000,91304,1,800,Undergrad,118000,No
43,19,40000,94949,3,600,Graduate,0,No
58,32,163000,95014,2,500,Undergrad,400000,No
50,25,82000,91335,1,1300,Advanced/Professional,0,No
38,12,89000,94583,4,1400,Graduate,0,No
54,30,78000,92507,4,1600,Graduate,0,No
61,36,55000,94132,3,900,Advanced/Professional,197000,No
29,5,34000,92675,4,400,Graduate,0,No
39,12,108000,92717,4,3670,Graduate,301000,Yes
33,7,58000,95616,4,2200,Graduate,0,No
23,-1,73000,92120,4,2600,Undergrad,0,No
56,31,54000,91380,4,2100,Undergrad,0,No
54,30,45000,92182,4,900,Graduate,0,No
37,11,123000,94720,1,2300,Graduate,0,Yes
38,12,93000,95616,1,5200,Undergrad,267000,No
34,9,102000,92115,4,2200,Graduate,0,No
53,29,39000,92626,3,1500,Undergrad,0,No
65,40,114000,94608,4,3400,Graduate,0,No
62,37,29000,91030,1,300,Advanced/Professional,0,No
51,25,30000,91116,3,600,Graduate,144000,No
31,5,22000,91401,1,600,Advanced/Professional,0,No
64,38,38000,94305,2,300,Undergrad,186000,No
39,15,41000,90028,2,1700,Undergrad,0,No
28,3,161000,92646,4,1700,Advanced/Professional,422000,Yes
60,35,38000,94701,3,500,Graduate,0,No
47,23,25000,93106,1,900,Advanced/Professional,0,No
25,1,70000,93010,4,2600,Undergrad,218000,No
44,19,201000,95819,2,8800,Undergrad,0,No
51,26,42000,92103,2,600,Advanced/Professional,0,No
31,7,64000,94720,1,1200,Undergrad,0,No
32,7,28000,90034,4,1100,Advanced/Professional,0,No
51,25,119000,93940,1,4900,Undergrad,208000,No
25,1,28000,94596,1,1000,Advanced/Professional,0,No
43,19,60000,94104,3,2100,Advanced/Professional,0,No
54,29,23000,93955,1,1500,Graduate,0,No
34,8,164000,94720,4,7400,Advanced/Professional,0,Yes
54,30,39000,95211,2,800,Undergrad,0,No
42,17,19000,92115,2,0,Advanced/Professional,85000,No
46,20,72000,93108,2,800,Advanced/Professional,0,No
62,37,41000,95060,3,900,Advanced/Professional,0,No
31,5,32000,92123,2,300,Graduate,130000,No
30,5,69000,94302,1,800,Graduate,0,No
52,28,23000,95828,3,400,Undergrad,0,No
35,9,44000,92009,4,200,Undergrad,0,No
60,36,32000,92407,3,400,Graduate,165000,No
58,34,25000,90059,2,300,Undergrad,123000,No
24,-2,80000,94105,2,1600,Advanced/Professional,0,No
40,16,83000,92350,1,800,Graduate,230000,No
49,23,133000,94304,1,7300,Undergrad,0,No
43,18,89000,92780,1,100,Graduate,307000,No
33,7,81000,92122,2,4500,Advanced/Professional,187000,No
36,11,44000,91040,2,1100,Graduate,85000,No
62,36,119000,94720,2,2000,Undergrad,0,No
57,32,39000,92182,4,900,Undergrad,147000,No
64,38,40000,92122,2,1000,Advanced/Professional,0,No
52,26,79000,95817,3,800,Undergrad,183000,No
54,28,30000,95616,4,700,Graduate,0,No
40,14,179000,90025,1,2600,Advanced/Professional,0,Yes
30,5,178000,94063,2,6700,Undergrad,0,No
55,30,82000,94720,4,3800,Graduate,0,No
39,13,50000,91768,2,2400,Graduate,0,No
55,30,64000,94306,2,1900,Graduate,0,No
28,4,129000,92115,1,1500,Undergrad,0,No
44,18,68000,93943,4,2900,Undergrad,0,No
46,21,30000,92697,1,1400,Advanced/Professional,112000,No
61,36,48000,94025,3,1500,Undergrad,0,No
61,36,130000,92717,1,1300,Undergrad,257000,No
45,20,40000,92886,1,500,Advanced/Professional,0,No
38,14,105000,94708,2,1900,Undergrad,0,No
29,3,41000,92626,4,200,Undergrad,0,No
52,28,168000,90404,3,6500,Advanced/Professional,118000,Yes
38,14,80000,92868,2,2700,Undergrad,0,No
28,3,134000,96091,2,3100,Undergrad,0,No
34,9,49000,94025,1,2500,Advanced/Professional,0,No
35,9,63000,92697,2,1800,Undergrad,0,No
46,22,70000,94701,4,1900,Undergrad,212000,No
63,37,32000,93117,3,700,Graduate,141000,No
33,9,14000,95133,3,900,Advanced/Professional,114000,No
38,14,111000,92028,2,6100,Undergrad,326000,No
53,27,38000,94105,4,2800,Graduate,144000,No
28,2,121000,92096,2,2000,Undergrad,341000,No
44,18,90000,95616,4,2600,Advanced/Professional,0,No
58,31,178000,92009,2,6000,Graduate,0,Yes
38,14,20000,94024,4,400,Graduate,79000,No
48,24,61000,91380,2,1700,Undergrad,229000,No
33,7,43000,96064,4,800,Undergrad,0,No
66,42,39000,94590,1,1900,Graduate,0,No
59,34,60000,90048,4,2100,Undergrad,234000,No
40,15,63000,93407,3,3000,Undergrad,0,No
36,11,8000,93401,4,200,Advanced/Professional,81000,No
62,38,52000,95616,4,1300,Graduate,0,No
51,27,92000,92121,4,3000,Undergrad,0,Yes
58,32,111000,90212,2,1400,Undergrad,298000,No
52,26,71000,92037,1,1400,Advanced/Professional,0,No
41,16,25000,92182,2,100,Graduate,91000,No
31,5,34000,94558,1,1900,Advanced/Professional,156000,No
28,3,74000,94720,3,2600,Advanced/Professional,0,No
57,31,120000,95616,2,2000,Undergrad,0,No
61,37,50000,95125,4,1300,Graduate,0,No
60,36,10000,92121,2,1000,Undergrad,0,No
56,29,45000,90095,4,2500,Graduate,113000,No
49,23,29000,94551,4,1800,Undergrad,0,No
63,37,145000,94025,2,6900,Undergrad,0,No
49,23,100000,95403,2,6300,Undergrad,0,No
49,25,24000,95678,3,400,Undergrad,0,No
32,8,60000,95816,1,1200,Undergrad,0,No
26,1,50000,95616,4,600,Graduate,0,No
27,1,43000,95120,3,1100,Graduate,0,No
57,31,79000,91335,3,4400,Undergrad,0,No
29,5,44000,95819,3,100,Graduate,0,No
56,30,31000,90024,4,1500,Advanced/Professional,0,No
59,35,14000,94305,2,1000,Undergrad,107000,No
53,28,19000,94608,4,800,Undergrad,106000,No
54,29,111000,93023,1,1100,Graduate,0,Yes
56,30,90000,94402,1,1900,Graduate,0,No
50,25,21000,90274,2,700,Advanced/Professional,129000,No
51,25,104000,94949,1,4200,Graduate,0,Yes
53,27,75000,94303,1,1900,Graduate,0,No
37,12,175000,92037,2,7800,Undergrad,297000,No
32,7,98000,95929,1,4200,Undergrad,171000,Yes
49,23,41000,95521,4,100,Undergrad,153000,No
34,8,171000,90212,2,2200,Graduate,569000,Yes
54,30,79000,92630,4,1600,Graduate,0,No
64,39,24000,94117,4,600,Graduate,0,No
58,34,90000,95039,1,3600,Graduate,0,Yes
25,-1,39000,94720,3,2400,Graduate,0,No
50,25,9000,91911,2,0,Undergrad,0,No
38,13,15000,90245,2,100,Graduate,90000,No
48,24,80000,91343,1,2700,Undergrad,0,No
41,15,63000,95060,1,700,Advanced/Professional,79000,No
32,8,20000,93106,1,500,Advanced/Professional,102000,No
46,22,43000,92120,2,2100,Advanced/Professional,0,No
39,15,65000,95822,1,1500,Advanced/Professional,0,No
39,15,91000,93907,2,1700,Graduate,151000,No
63,39,53000,93940,1,800,Undergrad,0,No
58,32,110000,94143,3,1700,Graduate,0,No
28,4,82000,92831,3,1500,Undergrad,103000,No
36,11,23000,94553,4,200,Advanced/Professional,0,No
43,19,172000,95136,2,6670,Undergrad,0,No
36,12,88000,90212,2,2700,Undergrad,0,No
44,18,71000,93943,2,800,Advanced/Professional,0,No
31,5,180000,94720,1,2900,Advanced/Professional,144000,Yes
45,21,39000,92521,2,2100,Advanced/Professional,184000,No
39,13,94000,90401,1,1500,Advanced/Professional,0,No
43,16,25000,94126,3,1000,Graduate,0,No
40,15,10000,94708,2,0,Advanced/Professional,102000,No
30,5,42000,94305,1,1000,Undergrad,184000,No
58,33,142000,92333,2,3900,Undergrad,0,No
46,21,34000,92373,2,1300,Undergrad,0,No
35,10,139000,90024,1,4600,Undergrad,0,No
30,4,154000,95621,2,4500,Undergrad,207000,No
34,8,40000,91768,2,2000,Advanced/Professional,89000,No
62,32,33000,93907,1,1500,Advanced/Professional,140000,No
58,34,80000,90095,2,1600,Undergrad,0,No
45,18,10000,92037,3,670,Graduate,100000,No
42,16,41000,90401,3,500,Advanced/Professional,0,No
60,36,30000,93711,4,1300,Undergrad,118000,No
55,29,78000,95521,1,800,Advanced/Professional,190000,No
45,21,164000,90638,1,5000,Undergrad,0,No
52,27,23000,92780,1,400,Advanced/Professional,0,No
31,7,149000,92624,1,6000,Undergrad,0,No
60,34,25000,94132,4,700,Advanced/Professional,0,No
33,9,42000,95010,1,2100,Advanced/Professional,0,No
37,11,71000,91302,1,2500,Undergrad,185000,No
59,34,114000,94606,3,4200,Graduate,0,Yes
51,26,70000,91320,1,2800,Graduate,0,No
47,23,149000,92675,4,6100,Undergrad,0,Yes
60,33,55000,94998,4,2500,Graduate,0,No
61,36,29000,93065,1,1300,Undergrad,0,No
64,40,123000,90840,1,3800,Undergrad,0,No
46,20,152000,95814,1,7400,Advanced/Professional,374000,Yes
31,7,8000,95131,4,700,Graduate,0,No
57,32,69000,94710,4,700,Undergrad,245000,No
48,23,161000,96003,4,7900,Advanced/Professional,310000,Yes
48,23,79000,94024,1,200,Graduate,0,No
35,10,105000,92780,1,4600,Undergrad,0,No
33,8,39000,95032,3,2300,Undergrad,0,No
47,23,163000,92653,1,5000,Undergrad,0,No
46,20,9000,94005,1,200,Undergrad,0,No
44,20,71000,91006,4,2000,Advanced/Professional,0,No
42,18,51000,92868,3,2100,Advanced/Professional,0,No
50,24,32000,90277,1,1400,Advanced/Professional,167000,No
52,26,161000,93108,4,4300,Undergrad,0,Yes
53,27,60000,90049,1,200,Undergrad,0,No
37,10,35000,92521,4,1000,Graduate,0,No
64,40,41000,94305,4,1200,Graduate,0,No
46,22,73000,92648,2,1700,Undergrad,216000,No
57,33,49000,94305,4,1500,Undergrad,214000,No
61,35,79000,94024,2,2000,Undergrad,194000,No
42,18,120000,93407,2,7500,Undergrad,0,No
40,16,60000,94501,2,3200,Undergrad,0,No
33,8,78000,95051,3,600,Graduate,0,No
50,26,40000,95138,4,1100,Graduate,131000,No
52,26,110000,94501,2,5400,Advanced/Professional,204000,Yes
35,11,160000,92093,4,5700,Advanced/Professional,0,Yes
57,32,68000,94542,4,700,Undergrad,191000,No
56,31,49000,92182,2,1600,Advanced/Professional,103000,No
44,20,65000,92037,2,2500,Undergrad,0,No
23,-3,55000,92704,3,2400,Graduate,145000,No
33,8,62000,92093,3,2300,Undergrad,98000,No
48,22,152000,95616,1,0,Undergrad,0,No
45,18,42000,95126,3,2500,Graduate,0,No
54,28,39000,90245,4,700,Graduate,0,No
42,17,111000,94304,3,3000,Undergrad,0,Yes
47,21,82000,94109,3,2100,Undergrad,0,No
61,36,108000,93943,4,3400,Graduate,0,No
53,27,59000,92038,2,800,Advanced/Professional,0,No
56,30,61000,93106,3,2500,Undergrad,193000,No
33,6,78000,95819,4,2000,Graduate,0,No
44,18,18000,93943,2,100,Advanced/Professional,0,No
63,37,113000,94611,4,1700,Advanced/Professional,0,No
47,20,62000,92521,1,2670,Graduate,0,No
50,24,81000,94720,1,4900,Undergrad,248000,No
49,25,13000,95054,3,400,Undergrad,106000,No
34,9,75000,94303,1,2800,Undergrad,194000,No
40,14,33000,95616,2,800,Advanced/Professional,89000,No
38,13,179000,93943,1,4100,Undergrad,0,No
51,26,69000,94005,3,2000,Graduate,0,No
28,4,45000,94025,1,1000,Advanced/Professional,0,No
52,26,59000,95762,3,3000,Graduate,0,No
39,13,81000,94309,2,2800,Undergrad,0,No
29,5,133000,90095,1,5400,Undergrad,212000,No
54,29,81000,92096,2,0,Advanced/Professional,0,No
63,38,14000,92630,4,400,Graduate,86000,No
40,14,28000,94061,2,800,Advanced/Professional,0,No
36,12,93000,95125,2,2200,Undergrad,0,No
45,20,191000,92007,3,2600,Advanced/Professional,123000,Yes
61,37,155000,91605,1,2900,Undergrad,0,No
26,0,155000,93105,2,7200,Undergrad,0,No
33,8,68000,92407,4,1300,Undergrad,0,No
64,40,52000,95060,2,1100,Undergrad,226000,No
43,17,51000,94025,1,700,Advanced/Professional,0,No
24,0,44000,90089,4,1600,Undergrad,180000,No
30,5,121000,94555,2,3100,Undergrad,408000,No
60,36,49000,94965,4,2200,Undergrad,204000,No
50,26,42000,91784,2,1000,Advanced/Professional,78000,No
40,15,144000,91040,1,4100,Undergrad,0,No
31,6,72000,94583,1,2600,Graduate,0,No
30,4,44000,94304,1,1500,Undergrad,109000,No
60,35,43000,91763,3,900,Advanced/Professional,175000,No
39,14,74000,93063,1,100,Graduate,144000,No
66,41,145000,90009,1,2500,Undergrad,0,No
65,41,158000,92346,2,2100,Undergrad,0,No
54,28,78000,91311,4,4900,Undergrad,0,No
54,29,154000,95014,1,2400,Graduate,352000,Yes
35,9,105000,90064,2,4500,Advanced/Professional,0,No
32,7,100000,92126,3,600,Graduate,0,No
63,39,58000,94112,1,0,Graduate,0,No
60,35,113000,94507,1,900,Undergrad,406000,No
43,18,10000,91902,2,100,Graduate,0,No
59,33,142000,94080,2,2700,Undergrad,0,No
62,37,128000,92093,1,2500,Undergrad,0,No
30,5,131000,92068,3,500,Advanced/Professional,0,Yes
54,30,88000,92647,4,1000,Graduate,122000,No
30,6,101000,90245,2,600,Undergrad,0,No
31,1,70000,92115,2,1750,Advanced/Professional,0,No
44,20,122000,91765,1,300,Undergrad,0,No
32,8,70000,91423,3,1500,Undergrad,0,No
63,38,148000,93023,2,4300,Advanced/Professional,0,Yes
57,32,43000,92704,2,2100,Advanced/Professional,166000,No
60,30,31000,95060,1,1500,Advanced/Professional,0,No
37,11,35000,94609,2,800,Advanced/Professional,0,No
53,27,81000,90032,4,2600,Advanced/Professional,0,No
51,25,19000,95812,1,1400,Advanced/Professional,98000,No
30,5,98000,92028,4,1800,Advanced/Professional,129000,No
28,2,101000,90280,4,2100,Advanced/Professional,0,No
50,24,81000,95053,2,400,Advanced/Professional,0,No
52,27,135000,93561,1,600,Undergrad,452000,No
56,30,34000,94542,2,700,Graduate,0,No
40,16,104000,91730,1,3400,Undergrad,249000,No
64,38,29000,90245,3,700,Graduate,0,No
61,36,119000,95064,2,5400,Graduate,0,Yes
46,20,82000,90230,2,1700,Graduate,0,No
55,29,62000,90089,1,200,Undergrad,0,No
45,19,85000,94720,3,2100,Undergrad,0,No
40,15,8000,94960,2,100,Graduate,0,No
63,37,78000,91711,4,1700,Advanced/Professional,0,No
57,32,44000,93407,3,500,Graduate,0,No
38,14,122000,95819,2,8000,Undergrad,0,No
37,11,22000,90035,3,100,Graduate,114000,No
31,5,39000,94590,4,2200,Graduate,0,No
50,26,55000,94305,1,1600,Graduate,0,No
42,18,144000,94063,2,6100,Undergrad,158000,No
51,27,71000,92521,1,2600,Graduate,0,No
38,13,191000,91710,2,3000,Undergrad,0,No
53,26,22000,92831,1,500,Graduate,100000,No
43,17,158000,90740,1,2400,Undergrad,0,No
35,9,131000,90089,3,300,Advanced/Professional,0,Yes
49,24,75000,95670,1,2800,Graduate,160000,No
28,4,69000,94305,3,700,Graduate,170000,No
51,27,39000,94304,2,800,Undergrad,0,No
39,14,34000,94939,4,1700,Undergrad,0,No
31,7,32000,91320,1,1700,Undergrad,0,No
44,18,129000,92028,1,5700,Undergrad,0,No
46,20,158000,92870,3,5400,Undergrad,432000,Yes
42,18,54000,90089,1,1800,Undergrad,0,No
41,17,34000,92182,1,2000,Graduate,0,No
23,-2,45000,95422,4,600,Graduate,0,No
59,33,68000,95064,2,2300,Advanced/Professional,0,No
47,21,53000,95929,1,1500,Graduate,0,No
48,23,32000,93302,1,100,Undergrad,0,No
58,33,173000,92121,2,7200,Advanced/Professional,0,Yes
58,34,31000,92126,4,400,Undergrad,0,No
54,29,72000,94558,2,3700,Undergrad,144000,No
49,24,30000,90212,4,400,Graduate,157000,No
63,38,138000,92675,1,2500,Undergrad,0,No
62,37,18000,92028,1,1500,Graduate,127000,No
45,19,69000,90840,1,2800,Undergrad,220000,No
39,13,58000,94555,3,2100,Undergrad,247000,No
58,34,63000,90007,4,1500,Undergrad,0,No
56,30,43000,90401,2,300,Undergrad,0,No
29,5,28000,96651,1,200,Advanced/Professional,0,No
33,9,38000,93106,1,2100,Advanced/Professional,133000,No
55,29,72000,93107,3,300,Graduate,147000,No
56,31,64000,94126,4,900,Undergrad,0,No
36,12,70000,92131,3,2600,Graduate,165000,No
53,29,12000,95621,1,300,Undergrad,0,No
57,31,159000,94577,2,500,Undergrad,0,No
35,9,103000,95120,2,4500,Advanced/Professional,0,No
43,18,42000,91330,1,300,Advanced/Professional,0,No
54,29,48000,92182,2,2100,Advanced/Professional,142000,No
29,3,49000,90266,1,1500,Undergrad,0,No
39,14,89000,95762,2,400,Undergrad,0,No
32,8,22000,94583,4,700,Graduate,0,No
51,27,10000,92121,2,200,Undergrad,86000,No
50,25,38000,95616,1,1300,Graduate,120000,No
54,29,49000,92703,2,2100,Advanced/Professional,95000,No
38,12,30000,91765,2,1400,Advanced/Professional,0,No
32,7,82000,94305,1,2600,Graduate,240000,No
62,37,82000,94086,1,800,Advanced/Professional,312000,No
57,33,24000,94501,1,100,Graduate,0,No
47,23,32000,92251,4,600,Undergrad,156000,No
51,25,34000,95819,3,900,Advanced/Professional,111000,No
54,27,195000,93117,2,4750,Graduate,477000,Yes
26,1,61000,93943,4,2200,Undergrad,119000,No
37,11,22000,93711,3,100,Graduate,0,No
27,0,40000,91301,4,1000,Advanced/Professional,0,No
63,38,50000,93943,2,2800,Undergrad,205000,No
62,36,35000,94501,2,700,Advanced/Professional,0,No
59,33,64000,95617,3,300,Graduate,0,No
32,7,49000,94080,3,2300,Undergrad,0,No
35,8,44000,95045,4,1000,Graduate,192000,No
56,31,65000,93403,2,3700,Undergrad,0,No
55,31,13000,93943,4,700,Undergrad,0,No
31,5,84000,91320,1,2900,Advanced/Professional,105000,No
54,29,28000,92093,4,200,Graduate,101000,No
58,32,108000,95123,3,4400,Undergrad,0,No
48,24,59000,90401,1,0,Undergrad,144000,No
48,22,163000,95819,1,2400,Undergrad,396000,No
33,9,183000,91320,2,8800,Advanced/Professional,582000,Yes
36,6,69000,90024,4,4000,Advanced/Professional,0,No
41,16,115000,92333,1,7000,Undergrad,0,No
55,31,130000,92646,4,6500,Undergrad,0,Yes
63,37,185000,94309,2,7900,Graduate,358000,Yes
53,29,118000,94066,2,300,Undergrad,0,No
38,13,163000,95039,1,4100,Undergrad,0,No
46,20,140000,93106,2,6300,Undergrad,380000,No
59,33,91000,94122,2,700,Graduate,0,No
56,31,61000,92646,4,1300,Advanced/Professional,0,No
59,35,168000,95521,4,4100,Graduate,0,Yes
39,13,69000,90630,3,900,Graduate,0,No
47,21,22000,92037,1,200,Undergrad,104000,No
47,22,53000,92691,1,300,Undergrad,213000,No
53,26,25000,92123,2,1000,Graduate,0,No
36,9,115000,91765,4,2200,Graduate,0,Yes
34,9,31000,92521,4,1100,Advanced/Professional,85000,No
36,10,83000,94705,1,2800,Advanced/Professional,0,No
60,34,152000,92807,2,6900,Undergrad,0,No
45,20,30000,96003,1,100,Undergrad,0,No
27,3,34000,90065,1,200,Advanced/Professional,0,No
47,22,44000,95821,1,1400,Advanced/Professional,0,No
44,20,182000,94710,2,7600,Undergrad,0,No
54,30,44000,95616,3,1500,Undergrad,117000,No
57,33,122000,94301,2,6000,Undergrad,153000,No
52,26,35000,94550,4,1800,Undergrad,0,No
51,25,91000,92407,1,800,Advanced/Professional,0,No
57,32,30000,94024,2,2000,Graduate,0,No
65,39,53000,94608,1,2500,Advanced/Professional,0,No
58,33,28000,94720,1,300,Advanced/Professional,0,No
64,39,85000,94720,4,3400,Graduate,200000,No
52,26,28000,93907,2,700,Graduate,90000,No
58,34,41000,91016,4,400,Undergrad,177000,No
52,22,154000,90650,1,5000,Advanced/Professional,0,Yes
43,18,41000,92831,1,300,Advanced/Professional,0,No
56,32,33000,95014,3,1500,Undergrad,0,No
37,12,182000,94523,3,5800,Advanced/Professional,0,Yes
53,27,59000,90740,2,800,Advanced/Professional,0,No
27,2,129000,90009,2,3300,Undergrad,0,No
53,27,35000,94583,3,900,Advanced/Professional,136000,No
42,16,185000,94705,3,2200,Graduate,0,Yes
58,34,45000,93943,4,1300,Graduate,201000,No
36,12,62000,94065,4,100,Graduate,145000,No
53,28,183000,96008,3,8200,Advanced/Professional,467000,Yes
48,22,14000,94303,2,100,Advanced/Professional,0,No
54,28,53000,94002,1,2200,Advanced/Professional,0,No
26,1,48000,94019,3,2600,Advanced/Professional,169000,No
50,26,128000,92780,2,400,Undergrad,0,No
31,7,105000,94025,1,4000,Undergrad,331000,No
35,9,40000,93943,3,900,Undergrad,0,No
63,37,10000,90095,2,400,Undergrad,0,No
29,4,102000,90245,2,3300,Undergrad,303000,No
57,32,31000,94143,3,100,Graduate,0,No
30,5,30000,90245,4,800,Undergrad,158000,No
33,7,21000,90095,1,600,Advanced/Professional,0,No
62,36,44000,92867,2,300,Undergrad,0,No
35,10,48000,95060,1,2500,Advanced/Professional,164000,No
37,11,21000,94604,3,200,Graduate,0,No
37,11,84000,90266,4,2200,Graduate,0,No
35,10,64000,94306,3,700,Graduate,230000,No
35,9,82000,94720,1,2500,Undergrad,138000,No
59,35,39000,95616,4,1300,Undergrad,0,No
53,27,45000,90405,2,800,Advanced/Professional,0,No
45,21,133000,92056,4,5700,Advanced/Professional,0,Yes
46,22,152000,90009,2,1400,Undergrad,0,No
40,16,12000,90033,1,1000,Undergrad,91000,No
42,16,32000,94112,3,1500,Undergrad,149000,No
25,1,74000,94085,4,2600,Undergrad,204000,No
39,14,54000,92037,2,1100,Graduate,159000,No
30,6,181000,94542,3,4100,Graduate,0,Yes
58,33,75000,90034,2,0,Advanced/Professional,0,No
41,15,95000,91101,3,100,Undergrad,240000,No
37,11,190000,94305,4,7300,Graduate,565000,Yes
36,11,90000,94709,1,2800,Undergrad,0,No
27,3,20000,95616,4,1000,Undergrad,134000,No
60,34,64000,95014,3,2200,Advanced/Professional,0,No
62,36,85000,90019,2,1700,Advanced/Professional,98000,No
67,43,105000,93711,4,1700,Graduate,0,No
44,18,21000,90840,1,200,Undergrad,0,No
24,-1,78000,94720,2,1800,Graduate,0,No
45,21,158000,94085,2,6670,Undergrad,132000,No
58,34,125000,94720,1,4300,Undergrad,219000,No
61,36,81000,95449,3,1800,Graduate,0,No
54,29,183000,93105,1,8100,Undergrad,0,No
28,3,54000,94550,4,600,Graduate,0,No
49,24,79000,94025,4,3600,Advanced/Professional,212000,No
35,11,38000,91706,1,1500,Graduate,136000,No
36,10,172000,94704,4,1000,Graduate,295000,Yes
34,8,184000,93106,3,7500,Undergrad,0,Yes
36,11,158000,95054,2,7800,Undergrad,114000,No
35,11,188000,94596,1,900,Advanced/Professional,282000,Yes
27,2,20000,95064,4,500,Advanced/Professional,0,No
42,18,60000,92677,4,200,Advanced/Professional,151000,No
65,39,113000,92096,4,2400,Advanced/Professional,0,No
29,5,70000,93101,4,0,Undergrad,0,No
65,41,84000,95762,2,0,Advanced/Professional,0,No
59,33,23000,94002,2,200,Advanced/Professional,0,No
46,22,141000,90089,2,3300,Undergrad,0,No
59,33,110000,90007,3,4400,Undergrad,264000,No
52,26,31000,94923,4,1800,Undergrad,0,No
60,35,22000,92660,1,1300,Undergrad,80000,No
43,17,91000,95134,1,5200,Undergrad,0,No
65,39,82000,94131,4,2400,Advanced/Professional,252000,No
50,26,23000,92630,1,300,Undergrad,0,No
48,23,35000,93943,1,100,Undergrad,0,No
49,25,114000,91380,1,2500,Advanced/Professional,0,Yes
58,33,18000,94402,3,100,Graduate,0,No
24,-2,80000,91107,2,1600,Advanced/Professional,238000,No
58,32,74000,95817,2,2300,Advanced/Professional,0,No
45,19,122000,94590,4,4100,Graduate,0,Yes
42,15,73000,94545,3,2330,Graduate,0,No
64,40,40000,96064,2,1100,Undergrad,0,No
49,25,55000,92103,4,100,Advanced/Professional,0,No
55,31,69000,90089,1,2700,Graduate,0,No
40,14,92000,90024,4,1400,Graduate,0,No
28,2,48000,93943,4,2100,Advanced/Professional,0,No
57,31,113000,91711,4,600,Advanced/Professional,327000,Yes
50,25,58000,93940,1,1300,Graduate,0,No
40,16,109000,94025,2,2200,Undergrad,0,No
55,28,39000,94542,3,1000,Graduate,0,No
53,29,33000,94591,3,1900,Graduate,144000,No
48,24,18000,94304,4,200,Undergrad,0,No
59,33,63000,90044,1,1600,Undergrad,0,No
58,32,43000,92093,1,2800,Graduate,0,No
38,14,70000,94022,4,2000,Advanced/Professional,0,No
49,25,19000,94545,1,900,Advanced/Professional,0,No
60,36,39000,94501,4,1300,Graduate,140000,No
54,28,81000,94720,3,800,Undergrad,0,No
28,2,34000,92161,4,1300,Advanced/Professional,0,No
27,1,140000,91711,1,5900,Graduate,175000,Yes
